9312	688615023	XR_659857	XR_659857.1	7955
19317	23894529	AL683897	AL683897.5	10090
1944	755500610	XM_011239789	XM_011239789.1	10090
1944	133893139	NM_024254	NM_024254.3	10090
1944	15214556	BC012402	BC012402.1	10090
1944	13096839	BC003216	BC003216.1	10090
1944	74219818	AK168639	AK168639.1	10090
1944	74193289	AK151464	AK151464.1	10090
1944	74181338	AK150905	AK150905.1	10090
1944	26331753	AK036861	AK036861.1	10090
1944	12846253	AK010654	AK010654.1	10090
1944	83318690	CT009635	CT009635.18	10090
1944	57863218	AC154679	AC154679.2	10090
1944	51593582	BC080661	BC080661.1	10090
1944	74220288	AK152570	AK152570.1	10090
1944	672046602	XM_006234712	XM_006234712.2	10116
1944	172354613	NM_001109645	NM_001109645.2	10116
1944	625248281	XM_007617242	XM_007617242.1	10029
1944	625201225	XM_003503587	XM_003503587.2	10029
1944	589960284	XM_006992658	XM_006992658.1	230844
1944	532042915	XM_005364230	XM_005364230.1	79684
1944	674064975	XM_008841146	XM_008841146.1	1026970
1944	674064973	XM_008841145	XM_008841145.1	1026970
1944	524921123	XM_005064776	XM_005064776.1	10036
1944	759104737	XM_011354858	XM_011354858.1	132908
1944	23894529	AL683897	AL683897.5	10090
1944	507578150	XM_004672540	XM_004672540.1	51337
1944	507695521	XM_004643128	XM_004643128.1	10160
1944	533132406	XM_005381162	XM_005381162.1	34839
1944	533132404	XM_005381161	XM_005381161.1	34839
1944	533132402	XM_005381160	XM_005381160.1	34839
1944	533132400	XM_005381159	XM_005381159.1	34839
1944	514471856	XM_003475657	XM_003475657.2	10141
1944	298916388	FQ219931	FQ219931.1	10116
1944	507667110	XR_192643	XR_192643.1	10160
6820	83318690	CT009635	CT009635.18	10090
6820	57863218	AC154679	AC154679.2	10090
6820	755500610	XM_011239789	XM_011239789.1	10090
6820	532042915	XM_005364230	XM_005364230.1	79684
6820	133893139	NM_024254	NM_024254.3	10090
6820	15214556	BC012402	BC012402.1	10090
6820	13096839	BC003216	BC003216.1	10090
6820	74220288	AK152570	AK152570.1	10090
6820	74219818	AK168639	AK168639.1	10090
6820	74193289	AK151464	AK151464.1	10090
6820	74181338	AK150905	AK150905.1	10090
6820	26331753	AK036861	AK036861.1	10090
6820	12846253	AK010654	AK010654.1	10090
6820	51593582	BC080661	BC080661.1	10090
6820	795422819	XM_012091997	XM_012091997.1	9531
6820	795422816	XM_012091996	XM_012091996.1	9531
6820	795180324	XM_011989106	XM_011989106.1	9568
6820	724936146	XM_010386317	XM_010386317.1	61622
6820	685549695	XM_009209865	XM_009209865.1	9555
6820	675688121	XM_009005623	XM_009005623.1	9483
6820	675678181	XM_008965593	XM_008965593.1	9597
6820	675678178	XM_008965592	XM_008965592.1	9597
6820	674064975	XM_008841146	XM_008841146.1	1026970
6820	674064973	XM_008841145	XM_008841145.1	1026970
6820	649111714	KJ894729	KJ894729.1	32630
6820	635136905	XM_008017147	XM_008017147.1	60711
6820	635136901	XM_008017145	XM_008017145.1	60711
6820	635136899	XM_008017144	XM_008017144.1	60711
6820	544442279	XM_005559082	XM_005559082.1	9541
6820	544442277	XM_005559081	XM_005559081.1	9541
6820	504130958	XM_004578209	XM_004578209.1	9978
6820	426378508	XM_004065331	XM_004065331.1	9595
6820	426354834	XR_174965	XR_174965.1	9595
6820	402873860	XM_003900723	XM_003900723.1	9555
6820	397466510	XM_003804950	XM_003804950.1	9597
6820	332247373	XM_003272785	XM_003272785.1	61853
6820	194688139	NM_024713	NM_024713.2	9606
6820	168743994	CU693167	CU693167.1	32630
6820	158262056	NR_003954	NR_003954.1	9606
6820	158259502	AK293021	AK293021.1	9606
6820	694958562	XM_009428733	XM_009428733.1	9598
6820	117645889	AM393535	AM393535.1	32630
6820	114656155	XM_001165269	XM_001165269.1	9598
6820	45709624	BC067801	BC067801.1	9606
6820	11182157	AL138916	AL138916.14	9606
6820	10438985	AK026210	AK026210.1	9606
6820	83404924	BC111000	BC111000.1	9606
6820	21734278	AL833631	AL833631.1	9606
6820	20072804	BC026234	BC026234.1	9606
6820	12053310	AL136908	AL136908.1	9606
6820	795495112	XM_011710852	XM_011710852.1	9545
6820	795495107	XM_011710851	XM_011710851.1	9545
6820	795372085	XM_011932690	XM_011932690.1	336983
6820	744567749	XM_010981163	XM_010981163.1	9838
6820	743738444	XM_010965317	XM_010965317.1	9837
6820	560937287	XM_006194388	XM_006194388.1	419612
6820	507578150	XM_004672540	XM_004672540.1	51337
6820	478494157	XM_004421370	XM_004421370.1	73337
6820	759104737	XM_011354858	XM_011354858.1	132908
6820	664715155	XR_544274	XR_544274.1	9798
6820	664715153	XM_008516347	XM_008516347.1	9798
6820	640813781	XM_008065408	XM_008065408.1	9478
6820	586531364	XM_006920527	XM_006920527.1	9402
6820	560958417	XM_006201607	XM_006201607.1	30538
6820	545196059	XM_005603167	XM_005603167.1	9796
6820	507963473	XM_004687953	XM_004687953.1	143302
6820	505828571	XM_004609537	XM_004609537.1	42254
6820	395837620	XM_003791681	XM_003791681.1	30611
6820	731217121	XM_010624607	XM_010624607.1	885580
6820	641704735	XM_008142954	XM_008142954.1	29078
6820	584039266	XM_006778177	XM_006778177.1	225400
6820	558119418	XM_006087477	XM_006087477.1	59463
6820	554588926	XM_005885755	XM_005885755.1	109478
6820	513000026	XM_004861494	XM_004861494.1	10181
6820	512923044	XM_004904824	XM_004904824.1	10181
6820	655863537	XR_518946	XR_518946.1	9986
6820	655863536	XR_518945	XR_518945.1	9986
6820	655863535	XR_518944	XR_518944.1	9986
6820	655863534	XM_002718010	XM_002718010.2	9986
6820	532103190	XM_005337141	XM_005337141.1	43179
6820	488527166	XM_004455348	XM_004455348.1	9361
6820	731505640	XM_003418633	XM_003418633.2	9785
6820	533132406	XM_005381162	XM_005381162.1	34839
6820	533132404	XM_005381161	XM_005381161.1	34839
6820	533132402	XM_005381160	XM_005381160.1	34839
6820	533132400	XM_005381159	XM_005381159.1	34839
6820	507695521	XM_004643128	XM_004643128.1	10160
6820	586447383	XM_006831813	XM_006831813.1	185453
6820	558188389	XM_006102816	XM_006102816.1	59463
6820	514471856	XM_003475657	XM_003475657.2	10141
6820	54697215	AC145508	AC145508.3	9361
6820	471392657	XM_004380590	XM_004380590.1	127582
6820	558100869	XM_006082958	XM_006082958.1	59463
6820	564231826	XM_006260240	XM_006260240.1	8496
6820	564231824	XM_006260239	XM_006260239.1	8496
6820	564231822	XM_006260238	XM_006260238.1	8496
6820	557266297	XM_006018502	XM_006018502.1	38654
6820	557266295	XM_006018501	XM_006018501.1	38654
6820	557266293	XM_006018500	XM_006018500.1	38654
6820	557266291	XM_006018499	XM_006018499.1	38654
27482	83318690	CT009635	CT009635.18	10090
27482	57863218	AC154679	AC154679.2	10090
27482	755500610	XM_011239789	XM_011239789.1	10090
27482	133893139	NM_024254	NM_024254.3	10090
27482	15214556	BC012402	BC012402.1	10090
27482	13096839	BC003216	BC003216.1	10090
27482	74220288	AK152570	AK152570.1	10090
27482	74219818	AK168639	AK168639.1	10090
27482	74193289	AK151464	AK151464.1	10090
27482	74181338	AK150905	AK150905.1	10090
27482	26331753	AK036861	AK036861.1	10090
27482	12846253	AK010654	AK010654.1	10090
27482	51593582	BC080661	BC080661.1	10090
27482	532042915	XM_005364230	XM_005364230.1	79684
27482	524921123	XM_005064776	XM_005064776.1	10036
27482	672046602	XM_006234712	XM_006234712.2	10116
27482	625248281	XM_007617242	XM_007617242.1	10029
27482	625201225	XM_003503587	XM_003503587.2	10029
27482	298916388	FQ219931	FQ219931.1	10116
27482	172354613	NM_001109645	NM_001109645.2	10116
27482	725563229	XM_003925899	XM_003925899.2	39432
27482	795495112	XM_011710852	XM_011710852.1	9545
27482	795495107	XM_011710851	XM_011710851.1	9545
27482	795422819	XM_012091997	XM_012091997.1	9531
27482	795422816	XM_012091996	XM_012091996.1	9531
27482	795180324	XM_011989106	XM_011989106.1	9568
27482	685549695	XM_009209865	XM_009209865.1	9555
27482	675688121	XM_009005623	XM_009005623.1	9483
27482	675678181	XM_008965593	XM_008965593.1	9597
27482	675678178	XM_008965592	XM_008965592.1	9597
27482	674064975	XM_008841146	XM_008841146.1	1026970
27482	674064973	XM_008841145	XM_008841145.1	1026970
27482	649111714	KJ894729	KJ894729.1	32630
27482	635136905	XM_008017147	XM_008017147.1	60711
27482	635136901	XM_008017145	XM_008017145.1	60711
27482	635136899	XM_008017144	XM_008017144.1	60711
27482	544442279	XM_005559082	XM_005559082.1	9541
27482	544442277	XM_005559081	XM_005559081.1	9541
27482	507578150	XM_004672540	XM_004672540.1	51337
27482	504130958	XM_004578209	XM_004578209.1	9978
27482	426378508	XM_004065331	XM_004065331.1	9595
27482	426354834	XR_174965	XR_174965.1	9595
27482	402873860	XM_003900723	XM_003900723.1	9555
27482	397466510	XM_003804950	XM_003804950.1	9597
27482	332247373	XM_003272785	XM_003272785.1	61853
27482	194688139	NM_024713	NM_024713.2	9606
27482	168743994	CU693167	CU693167.1	32630
27482	158262056	NR_003954	NR_003954.1	9606
27482	158259502	AK293021	AK293021.1	9606
27482	694958562	XM_009428733	XM_009428733.1	9598
27482	117645889	AM393535	AM393535.1	32630
27482	114656155	XM_001165269	XM_001165269.1	9598
27482	45709624	BC067801	BC067801.1	9606
27482	11182157	AL138916	AL138916.14	9606
27482	10438985	AK026210	AK026210.1	9606
27482	83404924	BC111000	BC111000.1	9606
27482	21734278	AL833631	AL833631.1	9606
27482	20072804	BC026234	BC026234.1	9606
27482	12053310	AL136908	AL136908.1	9606
27482	686747150	XM_009249664	XM_009249664.1	9601
27482	686747148	XM_009249662	XM_009249662.1	9601
27482	686747147	XM_002825257	XM_002825257.2	9601
27482	694918747	XR_022405	XR_022405.3	9598
27482	675713516	XR_610660	XR_610660.1	9597
27482	23894529	AL683897	AL683897.5	10090
27482	724936146	XM_010386317	XM_010386317.1	61622
27482	664715155	XR_544274	XR_544274.1	9798
27482	664715153	XM_008516347	XM_008516347.1	9798
27482	545196059	XM_005603167	XM_005603167.1	9796
27482	505828571	XM_004609537	XM_004609537.1	42254
27482	478494157	XM_004421370	XM_004421370.1	73337
27482	472390260	XM_004414387	XM_004414387.1	9708
27482	395837620	XM_003791681	XM_003791681.1	30611
27482	795372085	XM_011932690	XM_011932690.1	336983
27482	759104737	XM_011354858	XM_011354858.1	132908
27482	744567749	XM_010981163	XM_010981163.1	9838
27482	743738444	XM_010965317	XM_010965317.1	9837
27482	731217121	XM_010624607	XM_010624607.1	885580
27482	671019388	XM_008702291	XM_008702291.1	29073
27482	640813781	XM_008065408	XM_008065408.1	9478
27482	640776153	XR_503802	XR_503802.1	9478
27482	602701479	XM_007462523	XM_007462523.1	118797
27482	594665554	XM_007180823	XM_007180823.1	310752
27482	593744851	XM_007127723	XM_007127723.1	9755
27482	593744849	XM_007127722	XM_007127722.1	9755
27482	586531364	XM_006920527	XM_006920527.1	9402
27482	560937287	XM_006194388	XM_006194388.1	419612
27482	513000026	XM_004861494	XM_004861494.1	10181
27482	512923044	XM_004904824	XM_004904824.1	10181
27482	507963473	XM_004687953	XM_004687953.1	143302
27482	470596409	XM_004310933	XM_004310933.1	9739
27482	466029934	XM_004274041	XM_004274041.1	9733
27482	803317785	XM_012161728	XM_012161728.1	9938
27482	803262484	XR_001031325	XR_001031325.1	9938
27482	803142618	XR_001044941	XR_001044941.1	9940
27482	803091179	XM_004010418	XM_004010418.2	9940
27482	755741374	XM_003987306	XM_003987306.3	9685
27482	752423001	XM_002925208	XM_002925208.2	9646
27482	731505640	XM_003418633	XM_003418633.2	9785
27482	700380611	XM_009931797	XM_009931797.1	30419
17706	83318690	CT009635	CT009635.18	10090
17706	57863218	AC154679	AC154679.2	10090
17706	755500610	XM_011239789	XM_011239789.1	10090
17706	133893139	NM_024254	NM_024254.3	10090
17706	15214556	BC012402	BC012402.1	10090
17706	13096839	BC003216	BC003216.1	10090
17706	74219818	AK168639	AK168639.1	10090
17706	74193289	AK151464	AK151464.1	10090
17706	74181338	AK150905	AK150905.1	10090
17706	26331753	AK036861	AK036861.1	10090
17706	12846253	AK010654	AK010654.1	10090
17706	51593582	BC080661	BC080661.1	10090
17706	23894529	AL683897	AL683897.5	10090
23674	755528150	XM_006509827	XM_006509827.2	10090
23674	755528149	XM_006509826	XM_006509826.2	10090
23674	42412398	AY452067	AY452067.1	10090
23674	72534791	NM_029851	NM_029851.2	10090
23674	26092312	AK047623	AK047623.1	10090
23674	12852399	AK014500	AK014500.1	10090
23674	50511232	AK173324	AK173324.1	10090
23674	589942216	XM_006983761	XM_006983761.1	230844
23674	589942214	XM_006983760	XM_006983760.1	230844
23674	562842142	XM_006150080	XM_006150080.1	246437
23674	532005973	XM_005346771	XM_005346771.1	79684
23674	532005971	XM_005346770	XM_005346770.1	79684
23674	674032484	XM_008829990	XM_008829990.1	1026970
23674	674032482	XM_008829984	XM_008829984.1	1026970
23674	667302732	XM_008583524	XM_008583524.1	482537
23674	625291963	XM_007639545	XM_007639545.1	10029
23674	625291961	XM_007639544	XM_007639544.1	10029
23674	625183137	XM_007647351	XM_007647351.1	10029
23674	586544935	XM_006907520	XM_006907520.1	9402
23674	585195514	XM_006748829	XM_006748829.1	9713
23674	532086864	XM_005329090	XM_005329090.1	43179
23674	532086862	XM_005329089	XM_005329089.1	43179
23674	83423432	CT010499	CT010499.9	10090
23674	83423432	CT010499	CT010499.9	10090
23674	759143263	XM_011368158	XM_011368158.1	132908
23674	685589251	XM_009187175	XM_009187175.1	9555
23674	545848417	XM_005667304	XM_005667304.1	9823
23674	507966724	XM_004689057	XM_004689057.1	143302
23674	507966721	XM_004689056	XM_004689056.1	143302
23674	507556391	XM_004661895	XM_004661895.1	51337
23674	507556389	XM_004661894	XM_004661894.1	51337
23674	472393551	XM_004415986	XM_004415986.1	9708
23674	472393549	XM_004415985	XM_004415985.1	9708
23674	755767766	XM_011286432	XM_011286432.1	9685
23674	752412836	XM_011228449	XM_011228449.1	9646
23674	741951020	XM_010812295	XM_010812295.1	9913
23674	741890002	XM_003583074	XM_003583074.3	9913
23674	741890001	XM_589775	XM_589775.8	9913
23674	602701628	XM_007462583	XM_007462583.1	118797
23674	593714779	XM_007103810	XM_007103810.1	9755
23674	591297917	XM_007075976	XM_007075976.1	74533
23674	586449810	XM_006833780	XM_006833780.1	185453
23674	586449808	XM_006833779	XM_006833779.1	185453
23674	555951449	XM_005887860	XM_005887860.1	72004
23674	488558475	XM_004469524	XM_004469524.1	9361
23674	471408655	XM_004385853	XM_004385853.1	127582
23674	471408653	XM_004385852	XM_004385852.1	127582
23674	470645730	XM_004326754	XM_004326754.1	9739
23674	466070123	XM_004282190	XM_004282190.1	9733
23674	466070118	XM_004282189	XM_004282189.1	9733
23674	731498425	XM_003415669	XM_003415669.2	9785
23674	803299406	XM_012152815	XM_012152815.1	9938
23674	803299404	XM_012152814	XM_012152814.1	9938
23674	803299402	XM_012152813	XM_012152813.1	9938
23674	803299400	XM_012152812	XM_012152812.1	9938
23674	803299398	XM_012152811	XM_012152811.1	9938
23674	803153488	XM_012095306	XM_012095306.1	9940
23674	803153486	XM_012095305	XM_012095305.1	9940
23674	803153484	XM_012095304	XM_012095304.1	9940
23674	803153483	XM_004015967	XM_004015967.2	9940
23674	803153481	XM_012095303	XM_012095303.1	9940
23674	803153480	XM_004015968	XM_004015968.2	9940
23674	670995051	XM_008690223	XM_008690223.1	29073
23674	640800432	XM_008058276	XM_008058276.1	9478
23674	634862705	XM_007946035	XM_007946035.1	1230840
23674	594687713	XM_007191229	XM_007191229.1	310752
23674	585664467	XM_006887344	XM_006887344.1	28737
23674	584058139	XM_006773520	XM_006773520.1	225400
23674	558146593	XM_006093517	XM_006093517.1	59463
23674	556758599	XM_005974570	XM_005974570.1	59538
23674	556758597	XM_005974569	XM_005974569.1	59538
23674	554524094	XM_005856868	XM_005856868.1	109478
23674	554524092	XM_005856867	XM_005856867.1	109478
23674	548494069	XM_005689366	XM_005689366.1	9925
23674	505788495	XM_004605157	XM_004605157.1	42254
23674	744558015	XM_010977783	XM_010977783.1	9838
23674	744558011	XM_010977782	XM_010977782.1	9838
23674	743715701	XM_010953184	XM_010953184.1	9837
23674	743715699	XM_010953183	XM_010953183.1	9837
23674	560920090	XM_006186203	XM_006186203.1	419612
23674	560920088	XM_006186202	XM_006186202.1	419612
23674	560968765	XM_006206691	XM_006206691.1	30538
23674	560968763	XM_006206690	XM_006206690.1	30538
23674	560968761	XM_006206689	XM_006206689.1	30538
23674	511946389	XM_004791647	XM_004791647.1	9669
23674	511889617	XM_004764471	XM_004764471.1	9669
23674	700435653	XM_009958535	XM_009958535.1	188344
23674	705671939	XM_010117091	XM_010117091.1	187382
23674	73745989	AC155908	AC155908.3	10090
386	83318690	CT009635	CT009635.18	10090
386	57863218	AC154679	AC154679.2	10090
386	755500610	XM_011239789	XM_011239789.1	10090
386	133893139	NM_024254	NM_024254.3	10090
386	15214556	BC012402	BC012402.1	10090
386	13096839	BC003216	BC003216.1	10090
386	74219818	AK168639	AK168639.1	10090
386	74193289	AK151464	AK151464.1	10090
386	74181338	AK150905	AK150905.1	10090
386	26331753	AK036861	AK036861.1	10090
386	12846253	AK010654	AK010654.1	10090
386	51593582	BC080661	BC080661.1	10090
386	74220288	AK152570	AK152570.1	10090
386	672046602	XM_006234712	XM_006234712.2	10116
386	172354613	NM_001109645	NM_001109645.2	10116
386	532042915	XM_005364230	XM_005364230.1	79684
386	674064975	XM_008841146	XM_008841146.1	1026970
386	674064973	XM_008841145	XM_008841145.1	1026970
386	625248281	XM_007617242	XM_007617242.1	10029
386	625201225	XM_003503587	XM_003503587.2	10029
386	589960284	XM_006992658	XM_006992658.1	230844
386	524921123	XM_005064776	XM_005064776.1	10036
386	759104737	XM_011354858	XM_011354858.1	132908
386	298916388	FQ219931	FQ219931.1	10116
386	23894529	AL683897	AL683897.5	10090
7869	755507902	XM_006502845	XM_006502845.2	10090
7869	755507901	XM_006502844	XM_006502844.2	10090
7869	755507900	XM_006502843	XM_006502843.2	10090
7869	755507899	XM_006502842	XM_006502842.2	10090
7869	755507898	XM_006502841	XM_006502841.2	10090
7869	171846258	NM_001122953	NM_001122953.1	10090
7869	171846257	NM_010905	NM_010905.3	10090
7869	171846255	NM_001122952	NM_001122952.1	10090
7869	26088791	AK042035	AK042035.1	10090
7869	50510930	AK173173	AK173173.1	10090
7869	23095789	AL670260	AL670260.10	10090
7869	589922366	XM_006974033	XM_006974033.1	230844
7869	533141469	XM_005385347	XM_005385347.1	34839
7869	533141467	XM_005385346	XM_005385346.1	34839
7869	532019684	XM_005353441	XM_005353441.1	79684
7869	532019681	XM_005353440	XM_005353440.1	79684
7869	532019678	XM_005353439	XM_005353439.1	79684
7869	532019674	XM_005353438	XM_005353438.1	79684
7869	532019671	XM_005353437	XM_005353437.1	79684
7869	488583464	XM_004477069	XM_004477069.1	9361
7869	803311447	XM_012158662	XM_012158662.1	9938
7869	802980847	XM_004002027	XM_004002027.2	9940
7869	795442445	XM_011764425	XM_011764425.1	9545
7869	795442435	XM_011764423	XM_011764423.1	9545
7869	795442430	XM_011764422	XM_011764422.1	9545
7869	795442425	XM_011764421	XM_011764421.1	9545
7869	795442421	XM_011764420	XM_011764420.1	9545
7869	795381473	XM_012082434	XM_012082434.1	9531
7869	795381461	XM_012082431	XM_012082431.1	9531
7869	795381457	XM_012082429	XM_012082429.1	9531
7869	742092798	XM_010833920	XM_010833920.1	43346
7869	742092794	XM_010833919	XM_010833919.1	43346
7869	742092790	XM_010833918	XM_010833918.1	43346
7869	742092786	XM_010833917	XM_010833917.1	43346
7869	742092782	XM_010833916	XM_010833916.1	43346
7869	742092778	XM_010833915	XM_010833915.1	43346
7869	741921389	XM_010803489	XM_010803489.1	9913
7869	741921388	XM_005204525	XM_005204525.2	9913
7869	741921387	XM_005204524	XM_005204524.2	9913
7869	741921386	XM_005204523	XM_005204523.2	9913
7869	724861282	XM_010370668	XM_010370668.1	61622
7869	724861279	XM_010370667	XM_010370667.1	61622
7869	724861276	XM_010370666	XM_010370666.1	61622
7869	685515428	XM_009209648	XM_009209648.1	9555
7869	685515426	XM_009209644	XM_009209644.1	9555
7869	685515424	XM_009209641	XM_009209641.1	9555
7869	675670443	XM_002750889	XM_002750889.2	9483
7869	675670441	XM_009001351	XM_009001351.1	9483
7869	675670440	XM_002750888	XM_002750888.2	9483
7869	675670438	XM_009001350	XM_009001350.1	9483
7869	675670436	XM_009001349	XM_009001349.1	9483
7869	655849126	XM_008265161	XM_008265161.1	9986
7869	655849123	XM_002715954	XM_002715954.2	9986
7869	655849120	XM_008265160	XM_008265160.1	9986
7869	655849117	XM_008265159	XM_008265159.1	9986
7869	655849114	XM_008265158	XM_008265158.1	9986
7869	655849111	XM_008265157	XM_008265157.1	9986
7869	635107748	XM_007978532	XM_007978532.1	60711
7869	635107746	XM_007978531	XM_007978531.1	60711
7869	635107744	XM_007978527	XM_007978527.1	60711
7869	635107742	XM_007978526	XM_007978526.1	60711
7869	635107740	XM_007978525	XM_007978525.1	60711
7869	635107738	XM_007978524	XM_007978524.1	60711
7869	635107736	XM_007978523	XM_007978523.1	60711
7869	625186574	XM_007614698	XM_007614698.1	10029
7869	625186573	XM_003497605	XM_003497605.2	10029
7869	594063919	XM_006055921	XM_006055921.1	89462
7869	548460171	XM_005678338	XM_005678338.1	9925
7869	548460169	XM_005678337	XM_005678337.1	9925
7869	548460167	XM_005678336	XM_005678336.1	9925
7869	548460165	XM_005678335	XM_005678335.1	9925
7869	332232033	XM_003265156	XM_003265156.1	61853
7869	147907466	AC200078	AC200078.6	9544
7869	146149364	AC198909	AC198909.4	9544
7869	755756364	XM_003990147	XM_003990147.3	9685
7869	755756360	XM_003990146	XM_003990146.3	9685
7869	755756357	XM_006934783	XM_006934783.2	9685
7869	755756354	XM_006934782	XM_006934782.2	9685
7869	755756350	XM_006934781	XM_006934781.2	9685
7869	731482606	XM_010591225	XM_010591225.1	9785
7869	694886325	XM_009459072	XM_009459072.1	9598
7869	694886324	XM_001157327	XM_001157327.4	9598
7869	694886322	XM_009459063	XM_009459063.1	9598
7869	694886320	XM_009459058	XM_009459058.1	9598
7869	675701025	XM_008961348	XM_008961348.1	9597
7869	675701021	XM_008961347	XM_008961347.1	9597
7869	675701017	XM_008961346	XM_008961346.1	9597
7869	640812161	XM_008064535	XM_008064535.1	9478
7869	640812159	XM_008064534	XM_008064534.1	9478
7869	591328105	XM_007089903	XM_007089903.1	74533
7869	545835822	XM_005656159	XM_005656159.1	9823
7869	545835820	XM_003127955	XM_003127955.4	9823
7869	545835817	XM_005656158	XM_005656158.1	9823
7869	511931539	XM_004784728	XM_004784728.1	9669
7869	511931535	XM_004784726	XM_004784726.1	9669
7869	752419686	XM_011230994	XM_011230994.1	9646
7869	752419684	XM_011230993	XM_011230993.1	9646
7869	767904460	XM_011541515	XM_011541515.1	9606
7869	767904458	XM_011541514	XM_011541514.1	9606
7869	767904454	XM_011541512	XM_011541512.1	9606
17882	755551862	XM_011245685	XM_011245685.1	10090
17882	359718903	NM_001033276	NM_001033276.3	10090
17882	37590099	BC058659	BC058659.1	10090
17882	71143336	AC161165	AC161165.5	10090
17882	672060609	XM_008765859	XM_008765859.1	10116
17882	672060608	XM_006257398	XM_006257398.2	10116
17882	672060607	XM_006257397	XM_006257397.2	10116
17882	672060606	XM_006257396	XM_006257396.2	10116
17882	672060605	XM_006257395	XM_006257395.2	10116
17882	672060604	XM_006257394	XM_006257394.2	10116
17882	672060603	XM_006257393	XM_006257393.2	10116
17882	672060602	XM_006257392	XM_006257392.2	10116
17882	672022366	XM_001062568	XM_001062568.5	10116
17882	507570035	XM_004668573	XM_004668573.1	51337
1673	83318690	CT009635	CT009635.18	10090
1673	57863218	AC154679	AC154679.2	10090
1673	755500610	XM_011239789	XM_011239789.1	10090
1673	133893139	NM_024254	NM_024254.3	10090
1673	15214556	BC012402	BC012402.1	10090
1673	13096839	BC003216	BC003216.1	10090
1673	74220288	AK152570	AK152570.1	10090
1673	74219818	AK168639	AK168639.1	10090
1673	74193289	AK151464	AK151464.1	10090
1673	74181338	AK150905	AK150905.1	10090
1673	26331753	AK036861	AK036861.1	10090
1673	12846253	AK010654	AK010654.1	10090
1673	51593582	BC080661	BC080661.1	10090
1673	672046602	XM_006234712	XM_006234712.2	10116
1673	172354613	NM_001109645	NM_001109645.2	10116
1673	23894529	AL683897	AL683897.5	10090
1673	532042915	XM_005364230	XM_005364230.1	79684
1673	524921123	XM_005064776	XM_005064776.1	10036
1673	298104086	NM_001190181	NM_001190181.1	9823
1673	115550703	AK235777	AK235777.1	9823
1673	667346132	XM_008565281	XM_008565281.1	482537
1673	511956624	XM_004796563	XM_004796563.1	9669
1673	511956622	XM_004796562	XM_004796562.1	9669
1673	511956620	XM_004796561	XM_004796561.1	9669
1673	511854269	XM_004751021	XM_004751021.1	9669
1673	511854266	XM_004751020	XM_004751020.1	9669
1673	560958417	XM_006201607	XM_006201607.1	30538
1673	694662348	XM_009487931	XM_009487931.1	36300
1038	83318690	CT009635	CT009635.18	10090
1038	57863218	AC154679	AC154679.2	10090
1038	755500610	XM_011239789	XM_011239789.1	10090
1038	133893139	NM_024254	NM_024254.3	10090
1038	15214556	BC012402	BC012402.1	10090
1038	13096839	BC003216	BC003216.1	10090
1038	74220288	AK152570	AK152570.1	10090
1038	74219818	AK168639	AK168639.1	10090
1038	74193289	AK151464	AK151464.1	10090
1038	74181338	AK150905	AK150905.1	10090
1038	26331753	AK036861	AK036861.1	10090
1038	12846253	AK010654	AK010654.1	10090
1038	51593582	BC080661	BC080661.1	10090
1038	672046602	XM_006234712	XM_006234712.2	10116
1038	172354613	NM_001109645	NM_001109645.2	10116
1038	625248281	XM_007617242	XM_007617242.1	10029
1038	625201225	XM_003503587	XM_003503587.2	10029
1038	532042915	XM_005364230	XM_005364230.1	79684
1038	298916388	FQ219931	FQ219931.1	10116
1038	23894529	AL683897	AL683897.5	10090
1038	524921123	XM_005064776	XM_005064776.1	10036
1038	725563229	XM_003925899	XM_003925899.2	39432
1038	667346132	XM_008565281	XM_008565281.1	482537
1038	507578150	XM_004672540	XM_004672540.1	51337
1038	472390260	XM_004414387	XM_004414387.1	9708
1038	795495112	XM_011710852	XM_011710852.1	9545
1038	795495107	XM_011710851	XM_011710851.1	9545
1038	795422816	XM_012091996	XM_012091996.1	9531
1038	795422810	XM_012091995	XM_012091995.1	9531
1038	795422805	XM_012091994	XM_012091994.1	9531
1038	795422795	XM_012091993	XM_012091993.1	9531
1038	795180324	XM_011989106	XM_011989106.1	9568
1038	685549695	XM_009209865	XM_009209865.1	9555
1038	674064975	XM_008841146	XM_008841146.1	1026970
1038	674064973	XM_008841145	XM_008841145.1	1026970
1038	635136905	XM_008017147	XM_008017147.1	60711
1038	635136903	XM_008017146	XM_008017146.1	60711
1038	635136901	XM_008017145	XM_008017145.1	60711
1038	635136899	XM_008017144	XM_008017144.1	60711
1038	544442279	XM_005559082	XM_005559082.1	9541
1038	544442277	XM_005559081	XM_005559081.1	9541
1038	402873860	XM_003900723	XM_003900723.1	9555
1038	767985301	XM_011522021	XM_011522021.1	9606
1038	767985300	XM_005254668	XM_005254668.2	9606
1038	755741374	XM_003987306	XM_003987306.3	9685
1038	752423002	XM_011232285	XM_011232285.1	9646
1038	752423001	XM_002925208	XM_002925208.2	9646
1038	725586784	XM_010346265	XM_010346265.1	39432
1038	725586782	XM_010346264	XM_010346264.1	39432
1038	694958561	XR_674445	XR_674445.1	9598
1038	694958559	XM_009428732	XM_009428732.1	9598
1038	694958557	XM_009428731	XM_009428731.1	9598
1038	694958555	XM_009428730	XM_009428730.1	9598
1038	686747150	XM_009249664	XM_009249664.1	9601
1038	686747148	XM_009249662	XM_009249662.1	9601
